user_id,degree
2324708472,3
170641465,4
10292132,2
2347323266,7
785287888833548289,17
792096589191852033,4
829715365223682048,4
38979357,7
16581604,15
838976832,4
23834525,2
17243913,3
813738086282694656,3
18464266,5
759511663116709888,12
103673591,0
96149284,0
20640982,32
1586031511,1
1018720749929066497,1
351120282,2
4459642286,15
515655160,0
826226272418283520,1
2977031254,18
34093672,14
1034868411354861568,9
2217145184,10
888053122962149380,19
947964830358622209,3
126901915,20
3141672447,14
21563711,1
16930125,4
17717593,1
800570658929262592,23
78231411,14
14270650,1
896536097655853059,5
3383116294,23
4476084275,13
1067293117,2
1591400760,1
1221462414744596483,1
24578794,3
24970656,18
954845161309253632,6
30706364,2
23359769,0
291336460,13
1866938882,3
4870478255,17
1123329338,7
829191420103766016,11
72076895,4
816736590412337158,4
2559436158,15
221609949,2
111216929,1
2808653356,0
3400444895,14
24914032,0
55285564,0
1228415516110245889,0
2750799759,14
18839785,0
3316346737,4
812361923304034304,0
878980172342579200,5
341194704,4
14966163,1
20866038,2
802584787,17
313038011,0
823992170768121857,18
49303023,4
398959876,14
779476491092434944,4
818246053468262401,11
714949505720823808,14
797408396,13
29073978,16
964658316021587970,11
51241418,10
1056234954458193920,7
1283359081,0
1360615250,1
2918212191,14
79366215,0
1210594819497549825,12
823998756655861760,4
1219807037304885249,14
15771723,21
454099919,12
1204902240948895746,0
58242871,0
192538987,0
24127811,1
1082197856,1
1144128948240035840,0
837420063351259140,10
3421301013,5
626455898,3
1214683688694427648,17
437171587,19
33537967,44
40277679,0
96675300,2
16582131,10
816652616625168388,3
347627434,5
895332348270661632,22
827546290221367297,2
14895030,1
63996778,4
269913457,14
489716862,4
3671138595,0
78685709,1
2199541,3
1169665468715716608,4
713839291210792960,1
50769180,3
27952164,10
1726098164,0
200534193,3
385162111,9
3827654235,29
21612122,8
807812802761158656,0
631310817,2
21293089,5
1137033067128926214,1
16912124,11
2805934129,1
19038210,16
39308549,1
260423814,14
752037810,16
325164172,16
16497947,2
829816396469194752,13
46512964,17
3930472251,6
203649189,15
454513795,7
25645203,7
2852597261,2
212657985,2
4872993094,17
2470055959,19
1099802447973773312,24
810590628727914496,2
972180115252752384,3
893316758987128833,2
752248514,4
850543150909333505,3
1070785811396919297,12
261852987,3
242849343,14
897607805334544388,2
3191478638,19
2192887524,5
1097618307778150400,0
4917550806,16
742453163098296320,8
4751330773,19
617266600,6
194071815,2
2655144752,15
1036689453895610370,1
22879254,6
133081348,4
230014111,8
111664523,4
865602530574688257,16
1218076646546333696,3
121965768,10
727614725882662912,15
849448663546040320,11
760293057929420803,3
1098382485296173056,17
21495530,12
569526862,14
15879633,2
49698134,4
234865212,3
63013144,10
1086976130819809280,17
4771610420,4
90803598,6
931286316,3
134971995,15
356814372,0
2389738746,17
3296142256,5
2833177377,6
820352025271468032,15
3345579826,20
1089233982422577152,11
297632458,2
15793787,0
786179658,11
828073846011949056,10
91882544,3
485376798,16
21348880,2
1099701111416442880,15
13900252,9
63227112,4
21522338,3
857472736725155844,13
534630009,19
818870559069048833,13
328756439,9
14529929,1
936858992,2
741977462028926976,1
179732982,6
17847906,1
824320363257413633,8
16721452,3
804758133113397248,24
33913156,1
1001254470800424960,3
992870137240764417,4
2230551446,13
17919393,1
235784044,14
22799251,1
30626499,10
112280016,0
292929271,5
208828684,3
851335608702189568,5
2801177472,2
2500055300,10
1434240264,17
187578616,0
349115430,8
388383447,15
52544275,0
766355890689675264,4
967797299391983616,16
7027112,5
21844854,0
2986727763,3
282098746,15
204444440,4
2249531,2
142386580,3
106711386,1
758729592672653312,1
86129724,2
705902960967094272,0
971796616213561344,1
896496644656685056,23
1383905040,17
16106584,2
23903580,11
54746171,0
3128563494,15
19080151,2
3017400805,13
27187343,3
29215825,0
521996289,19
2540607781,5
16116288,1
94076386,3
830159625093783552,3
14931637,0
900894056728940545,10
34556109,1
1505915954,18
1127347059676385280,17
1157388784301793280,0
24258355,2
1062510213918449664,3
4771249940,14
50124767,17
2936492047,2
330553026,14
21908201,4
734783792502575105,2
832368258766434304,16
4389286701,0
4710708974,1
1196133331433394177,7
1286506538,16
1184593454485200897,16
1078741623197048832,16
845348489777332229,4
934500442364559360,4
631816995,17
1172589774235938816,4
562518183,0
1654453249,2
3041768317,6
44774107,1
14278608,3
129264927,14
16523905,2
47379354,4
1317738854,6
26346508,2
767444621383311360,15
962320061036933120,13
1122623265673891840,14
586749256,2
3224321133,22
1466174058,2
357232722,14
16740433,3
753623149929869312,5
187429137,2
14702822,1
468097166,16
734768872625188864,16
2420848054,1
68672927,15
2905369549,20
14820509,4
3046873623,0
755835576,1
1073777869791191040,4
832102581111382016,16
814979549503115264,15
1101626341,7
259863564,8
326756275,4
1659267216,2
246590464,8
101816065,1
1042951616,12
742736402102652929,17
880589099140296704,3
1049530141565698049,3
1099059530132946945,5
926859582302928896,14
741955390653534208,0
14619600,4
2178932921,3
832170559,3
803091707361251328,9
17907090,0
426028646,5
402091536,10
766719206247108608,3
2771588954,5
22307579,24
1219065474954289153,0
2300454984,14
122829091,0
87325005,0
959285851875196928,2
2298722492,1
851751855487148032,12
1219799093024657408,1
292438708,0
1083467443647979521,15
16205716,0
476193064,2
80897255,10
309469811,1
969269686130049025,19
375691728,10
22799750,2
4884213678,10
19682187,21
939091,88
47455112,2
65045121,2
467726691,30
246871490,0
4483083621,2
3188352661,8
16873455,6
528999980,3
2501984838,3
1173786247,0
17204460,7
3885806474,26
313037820,10
1549651490,12
88802201,4
1000075108491382784,22
817825066993860608,10
817158775610179584,5
169472184,18
220863206,3
2554131522,0
130557513,3
68752979,4
158286198,3
359080538,1
945012234215755776,6
940409602155282432,2
155933135,10
713899036030345216,2
1228353000390975489,2
1068285150641995776,4
39349894,0
391488297,1
188945540,11
23022687,1
271932229,1
839132575310430208,30
754455561417089024,17
27943005,15
44215023,1
615765636,12
811215353183424513,18
604940737,0
2863996955,2
1166889294801395718,7
1110304448868433920,7
1209417007,0
1131542859902083072,3
20182089,1
15970820,3
1060487274,1
2323448533,6
803774148338188289,19
454232867,0
4813986674,1
59862199,9
774699551764525056,9
834081571493785600,4
18089606,0
1071931879538884608,4
16193222,0
1420467234,0
739844197935644672,5
3530404094,1
1206356911,2
4081106480,3
1090642487268524032,2
298109087,1
4432916014,8
2747374096,2
323599188,2
329115426,3
48144950,2
20094409,8
27491578,0
3000889809,4
22084427,8
177564016,0
402888514,36
751283435382067202,4
1154192584635551744,6
11203972,0
1450298610,1
249290554,0
158414847,1
15212187,2
174751002,1
536904693,8
825829081866436608,3
797932204168876032,18
755057897583804416,9
1129095209772552192,4
1151933252,11
76837768,21
2800444856,2
17050431,4
1139976128456617984,14
115129636,4
65497475,27
15220768,25
1100182336132579329,5
45122898,3
370519648,7
822215673812119553,7
23554832,2
492833134,3
884026348515115008,12
818446043629101056,16
817382752731463680,3
738786290313920513,9
1610496259,0
11134252,10
21258337,3
1153872343275622402,4
825518870421180416,9
27995424,1
1093619068148559872,13
1305738242,0
1043185714437992449,0
466519303,3
143169070,2
1685873604,9
435331179,17
15115280,22
427630477,0
1009577803304656896,31
22203756,4
72627916,1
40353407,1
166329578,4
362028861,1
7744592,8
1075121162743676928,2
1218623947434024960,1
2908170952,1
255812611,1
48531794,0
25387735,4
15162136,1
18320938,8
246357149,1
745273,0
30898742,0
827934520112472065,1
33235771,4
1130823729574010880,2
729676086632656900,7
3092289736,0
1009976545044201472,0
3589010426,2
72664580,2
1234319262048714752,1
39245720,4
1382330306,15
19739126,0
14372270,5
592730371,2
818948638890217473,3
323856064,0
28901450,2
216881337,0
49034507,1
809586511331074048,7
972909709,0
1880725393,1
85131054,0
93429412,1
1732089247,3
108977933,4
52701308,1
26306441,4
1218014421412241409,0
762932101,0
277230279,0
4486093643,3
716750760734822400,2
2502938032,19
958737683005747201,0
110466097,2
753367570669903873,4
2717961126,7
1208321980027547649,1
321774180,8
715044396,1
815708250217840640,2
1106501,8
52631277,4
23318036,5
4270724112,2
34785922,4
2155027064,5
1185898027506130945,0
30799939,0
1170304086497005568,0
276688330,1
1111636173099663360,15
2985335882,1
1640929196,6
455684839,6
919667724535648262,3
222481411,0
4866651125,2
3058713120,3
960285302899298304,1
47293791,0
1073588049588772864,2
26642006,7
306389855,0
568412239,4
40735297,19
739710289453555713,0
16585184,0
168541923,0
45592950,11
534023,1
28354074,0
823558302290341888,2
14185317,2
23593446,0
216299334,0
18956073,0
755057200901398528,17
237845487,8
1074480192,0
1204026067855519744,6
1093774442264707072,1
21891609,3
4482329417,1
158769098,0
864487498935787520,10
862435303881023488,7
1060004673405489152,6
329433192,5
36807657,9
14660096,4
23314049,8
27185431,0
266257260,0
202952121,2
963223121363861504,8
771152516,6
1101375409,0
1044296977859538944,3
16475267,6
136550204,2
1193004107759529986,4
3995778614,0
120668752,2
15731757,4
189376144,7
20975060,0
207325070,3
881564280180531200,11
1043517152278372353,2
487977202,0
9427202,0
44177383,11
1164356807776702465,10
823313834622468096,1
2382106993,6
2316383071,1
927531930601521152,0
38029205,6
64033924,0
892219807,3
389512058,1
22786490,0
1648203012,5
1523891821,3
312382472,0
25436570,1
20744708,14
831319111414210560,14
836408868355846145,1
20178419,7
37190937,1
58579942,2
770781940341288960,0
246939630,8
216065430,38
809963614249619456,12
313663341,12
16113072,1
180535644,0
35516339,3
57039392,1
3003886063,1
7860902,6
16002085,2
242883110,1
40028863,15
223166587,1
21635593,2
926620369,3
15138822,8
1148756502934540289,4
1383272101,4
313091751,0
18018355,1
493714995,5
2845756735,5
62986634,6
349803020,12
4345726217,0
26900055,1
2900911838,0
799111347111751680,1
29270341,5
823367015830323201,0
20830019,0
52416576,11
889543524055691264,1
778763106289758208,2
991367690622328833,0
965231053119148032,3
801549353227841536,2
850411759190106112,1
4686170306,1
213088974,1
15576928,7
1080807139,9
1086663039095578624,1
57917441,0
927705228,7
212391284,6
30395567,1
1108472017144201216,4
353432348,4
911290549541289986,0
4560982642,2
794962652556443649,4
387980164,2
774407512598704128,10
17434625,1
18655567,0
22843167,2
858136801537556480,11
817440474428542976,4
1144076089,0
797127998164107264,4
465046121,28
33662614,5
16668643,0
212445456,4
812135885328236551,2
14683257,5
880485091969052673,2
2329697455,1
795789,1
3981225735,2
35475290,2
461720085,2
72198806,12
800942537083068416,6
16072058,2
36715753,0
21362105,0
2315698776,1
4282171,5
1047214868473008129,5
15858853,2
14962779,2
1056048055336755201,0
26657119,2
165511377,3
302083418,3
292565344,5
12231932,0
25085537,1
3194695945,2
18509967,4
927751333247111168,2
379690254,1
16370091,6
389532043,0
828444718392627202,9
3353061012,7
833490683503722496,13
15661871,0
15007149,13
1434535430,1
3090444435,2
1234878756868837377,0
1225147380284018688,1
17642747,1
89257543,1
63262233,6
460233029,4
20736218,3
534675241,3
50669520,2
61636488,0
964549422645424128,9
196791424,1
24931027,1
548384458,1
3018812896,6
801468014285754368,1
70468535,0
61015562,3
124763921,5
799010005655633922,1
18156757,5
901063185305882624,3
1113828112503115776,0
3432209199,1
20800248,3
13696,5
15565732,0
47471027,1
30288543,1
917972406198775808,0
744313625398108160,2
1213594243412791296,0
15808765,16
479953114,0
1476133082,0
286476728,3
942878337806032901,0
1022225378054569984,4
872615153065275392,0
619050616,0
483605396,10
942156122,0
1091216816,1
163296200,1
1029833847637245952,5
1210398164878024704,1
234186830,7
30354991,29
142490217,7
188793260,3
820705814906339328,1
241204643,0
39356200,0
1471293368,1
150078976,27
14247236,8
4071896566,14
9589252,2
299273962,2
123655512,1
175832159,0
2169559673,6
269448653,1
59130623,4
800463336630403072,4
15554922,4
1159585651110666246,2
817523233859637249,1
12354832,24
260759782,7
20394822,0
18534077,2
112754792,0
1106771843929788419,1
65728343,1
19553409,1
229552128,1
842566801582178306,6
381515624,0
4735385897,3
929072087880421376,3
58324984,0
60919240,1
181195680,2
31058145,5
1108416564238258176,1
2780874870,0
17949565,3
18247062,1
36663339,0
171598736,2
824126001936474113,1
1136317807954731014,3
14296273,2
1041718006747820032,1
131346082,0
1055070224305807361,3
1096797880583667713,3
20388490,2
930882041566068742,2
19188848,0
14073052,0
1047529714645004288,0
52338305,0
1129795903852875776,1
729874563073445888,3
71028123,4
260449211,2
226253646,3
112764405,1
253854657,0
154136730,4
1634552636,0
726936092746743808,0
2314055840,10
826882538467647488,1
39469575,1
377633189,0
76035930,0
14344823,1
1109276714864205824,2
63514682,2
41634520,3
61734492,4
17442048,3
18646108,2
963790885937995777,2
2732591676,0
1074129612,3
2818532994,0
18028893,4
1332887239,1
1148738277735895040,18
15976705,5
212674482,1
108710418,4
878403801987727360,5
722528529716383744,0
1172545640360022019,5
24787367,0
820808196956655616,0
821125811436748800,0
89887215,1
25202268,7
830886553123700736,2
996859430900727808,2
424320811,0
1232405031275696133,0
46775436,2
25837289,1
240760644,4
34860936,20
4560567675,12
1080477288955826176,1
89820928,2
563712850,1
874323410,1
974748966,0
15770620,2
913412403383099392,0
835436368746655744,0
873930654286827520,0
532774390,1
864442399191420928,1
15751083,0
455024343,0
18494593,0
1230524319102578688,3
32517688,3
996207487,0
48967656,0
799764016885329921,0
147989101,0
20217019,0
27311044,0
3006015921,0
128372940,0
15740776,0
587536673,0
1003102682419269633,0
22380374,0
261157191,0
248339613,0
