user_id,degree
26637348,8
40907388,4
45676731,0
949934436,17
376453771,3
878247600096509952,2
236487888,20
967027984426242053,52
477012156,48
586707638,0
848390172450443270,4
711408636153561088,12
3103213542,8
21862217,15
471677441,14
21059255,50
246103,17
80082384,0
25073877,52
17685258,1
519072324,2
34916539,2
357606935,49
731649894805463040,6
20068679,2
4900058284,34
2300480005,6
1049171,3
292083207,2
1182346921920348161,2
2573480784,15
113364160,6
45399148,4
846801440706351104,4
399178595,9
55080227,2
2861436041,5
1218605146462216193,11
1073047860260814848,21
16959075,2
139823781,0
193441812,0
1021208979513454597,0
216776631,42
701825647,0
1026549584963747846,2
25974425,1
14551462,4
3690888203,3
798918201107251201,5
317385247,0
164679813,25
18266688,11
160244947,19
138168339,4
98992586,3
16664309,9
2228878592,18
14839147,1
327862439,5
125453969,24
35949716,0
703069812050829313,11
2922928743,0
382685028,0
16076032,4
3257227629,2
473448810,3
809887021,0
419849905,3
14828860,4
366498596,3
19362341,1
27493883,27
761167885720956929,3
3308342214,0
259001548,10
24822993,0
3074932775,13
2421067430,5
281383605,16
1136709465082945538,1
818893114979061761,7
43014978,9
2800581040,6
39344374,0
1095406392662323200,11
279673090,2
4541535439,4
707253890299744256,16
1001592024254971904,4
1130070541,0
78523300,0
21001599,11
63218422,12
3820326674,0
860654500431880192,5
269405965,1
2865907814,28
21905129,3
1159058331320901633,5
162301746,4
378295286,1
408875175,7
1198635975251025924,16
2165526102,0
4165642155,6
175516377,0
2353605901,7
1164013468854431744,3
864663235923820545,4
2490427410,1
393469195,2
21950364,6
1612071392,14
975448388,8
23865382,0
14542977,2
326098537,17
2457340711,2
4541141723,0
1633853574,0
244655353,6
226222147,19
796899745889402880,10
36618079,0
1144598168757293056,1
758859209614041088,5
1649395076,11
759201588594499584,1
1121492192235806721,2
2574904722,11
2176138431,21
1078457644736827392,23
1148461061999194112,3
1651208408,11
4899354976,1
31403779,3
1121521087945162752,3
15455253,2
2535367145,6
246500501,2
978864793477054465,4
2674458072,6
75063842,11
818927131883356161,2
1332630685,2
940368062,0
958555581198954497,0
788927963173564416,0
172511244,4
19084896,12
123281100,11
454447505,11
3430882365,8
220081296,0
601148702,6
2567365058,3
16315143,0
971051135996964864,1
918302785011093504,13
881998724720996353,5
727840825661661184,11
779742611628175360,6
27282113,12
457743272,9
811514954159443968,3
3836008983,2
429227921,5
1651522832,2
885661050,6
1127683471592296448,15
1018697824282656768,3
449018696,1
