user_id,degree,louvain_community,weighted_degree,pagerank,ranking_type
1143571304404148224,15,7,30.0,0.0019735950633270193,pagerank
746813582386438144,9,7,11.0,0.0019255836274724586,pagerank
3345579826,23,7,26.0,0.001915311860200639,pagerank
27753686,11,7,14.0,0.0018400033872422062,pagerank
1529551105,6,7,6.0,0.0018088103609057464,pagerank
989899992432369664,9,7,10.0,0.001451837897812677,pagerank
1109138224411222016,5,7,7.0,0.0013093750322517033,pagerank
21522338,2,9,9.0,0.0009631048469951812,weighted_degree
922882763136688128,1,9,5.0,0.0005206296691613136,weighted_degree
346896433,1,9,4.0,0.0013394693526902087,weighted_degree
346896433,1,9,4.0,0.0013394693526902087,pagerank
21522338,2,9,9.0,0.0009631048469951812,pagerank
922882763136688128,1,9,5.0,0.0005206296691613136,pagerank
823566879558090753,2,2,2.0,0.0005206296691613136,weighted_degree
956153251501658112,1,2,1.0,0.0007418672580782474,weighted_degree
883103523508019200,1,2,1.0,0.0007418672580782474,weighted_degree
956153251501658112,1,2,1.0,0.0007418672580782474,pagerank
883103523508019200,1,2,1.0,0.0007418672580782474,pagerank
823566879558090753,2,2,2.0,0.0005206296691613136,pagerank
15445129,1,6,1.0,0.0005206296691613136,weighted_degree
805516112456581120,1,6,1.0,0.0009631048469951812,weighted_degree
805516112456581120,1,6,1.0,0.0009631048469951812,pagerank
15445129,1,6,1.0,0.0005206296691613136,pagerank
714234573345931264,1,3,1.0,0.0005206296691613136,weighted_degree
958064770019741696,1,3,1.0,0.0009631048469951812,weighted_degree
958064770019741696,1,3,1.0,0.0009631048469951812,pagerank
714234573345931264,1,3,1.0,0.0005206296691613136,pagerank
1390094958,1,4,1.0,0.0005206296691613136,weighted_degree
795890441250099200,1,4,1.0,0.0009631048469951812,weighted_degree
795890441250099200,1,4,1.0,0.0009631048469951812,pagerank
1390094958,1,4,1.0,0.0005206296691613136,pagerank
39469575,1,5,1.0,0.0005206296691613136,weighted_degree
22771961,1,5,1.0,0.0009631048469951812,weighted_degree
22771961,1,5,1.0,0.0009631048469951812,pagerank
39469575,1,5,1.0,0.0005206296691613136,pagerank
