user_id,degree,louvain_community,weighted_degree,pagerank,ranking_type
25073877,69,0,367.0,0.0005206296691613136,weighted_degree
874970256,18,0,104.0,0.003720468488760016,weighted_degree
1083157067463098370,36,0,87.0,0.006956558437804641,weighted_degree
875106966,13,0,80.0,0.0014944318939245982,weighted_degree
1722907592,26,0,67.0,0.002844239515741846,weighted_degree
18266688,28,0,58.0,0.0005206296691613136,weighted_degree
18247062,17,0,55.0,0.002014772729641824,weighted_degree
865225293841158145,20,0,54.0,0.005253238837965907,weighted_degree
2353605901,34,0,51.0,0.0005206296691613136,weighted_degree
1204230348609064961,25,0,47.0,0.0055979630087530825,weighted_degree
1083551928821448710,13,0,14.0,0.008344899970465976,pagerank
450941680,5,0,5.0,0.007594162631147907,pagerank
1083157067463098370,36,0,87.0,0.006956558437804641,pagerank
1204230348609064961,25,0,47.0,0.0055979630087530825,pagerank
733063923620945920,18,0,27.0,0.005529371307493719,pagerank
709161467401019392,18,0,37.0,0.0052618757503648935,pagerank
865225293841158145,20,0,54.0,0.005253238837965907,pagerank
2468708726,11,0,16.0,0.004715621419493809,pagerank
814979549503115264,20,0,23.0,0.0045597022704968624,pagerank
874970256,18,0,104.0,0.003720468488760016,pagerank
357606935,18,10,47.0,0.0005206296691613136,weighted_degree
939091,18,10,38.0,0.002475751961977184,weighted_degree
471677441,28,10,38.0,0.0005206296691613136,weighted_degree
43014978,15,10,34.0,0.000626694166516153,weighted_degree
3224321133,21,10,32.0,0.001035083746111765,weighted_degree
805837455697977344,17,10,31.0,0.005865459206833385,weighted_degree
236487888,20,10,31.0,0.0005206296691613136,weighted_degree
2721049359,20,10,30.0,0.004870204280159169,weighted_degree
27493883,20,10,30.0,0.003444807557319245,weighted_degree
834657630,20,10,28.0,0.0037881596730952806,weighted_degree
15965107,11,10,12.0,0.019509761726504673,pagerank
30726383,12,10,25.0,0.011970326747571211,pagerank
243459994,10,10,11.0,0.008606360691957146,pagerank
246103,12,10,13.0,0.006033599358424134,pagerank
734783792502575105,7,10,8.0,0.005924275612393222,pagerank
805837455697977344,17,10,31.0,0.005865459206833385,pagerank
1046201039320494081,17,10,21.0,0.005461513736880812,pagerank
2721049359,20,10,30.0,0.004870204280159169,pagerank
53091029,5,10,13.0,0.0044451440096508485,pagerank
34793170,9,10,9.0,0.003923708779236904,pagerank
2228878592,81,1,424.0,0.0006470318156594299,weighted_degree
2500055300,50,1,79.0,0.0017905800689502784,weighted_degree
1131542859902083072,41,1,59.0,0.0008839747834410126,weighted_degree
1157065455623954432,45,1,56.0,0.0006145513976463283,weighted_degree
1145899973139034112,40,1,53.0,0.0005323871024901043,weighted_degree
973698792519282688,15,1,52.0,0.0038598924708572162,weighted_degree
1162757233987522562,31,1,49.0,0.0006853992875401993,weighted_degree
36840498,36,1,48.0,0.004914112782821735,weighted_degree
1109400043881226240,25,1,47.0,0.0008918036041169338,weighted_degree
1142078330054828032,19,1,42.0,0.0018601540023308113,weighted_degree
15579405,19,1,21.0,0.0061900945389594805,pagerank
1170523367616720896,30,1,39.0,0.005402244200740571,pagerank
258854542,18,1,24.0,0.0050279970387437645,pagerank
1199546555109392384,14,1,15.0,0.004976728779637696,pagerank
36840498,36,1,48.0,0.004914112782821735,pagerank
22160119,27,1,27.0,0.004586774095981797,pagerank
973698792519282688,15,1,52.0,0.0038598924708572162,pagerank
35745067,30,1,30.0,0.0035090922954053986,pagerank
20104539,16,1,25.0,0.0034314480471488757,pagerank
1142061161359249409,22,1,25.0,0.003177506935772283,pagerank
216776631,63,8,128.0,0.0020008936175612895,weighted_degree
3141672447,37,8,52.0,0.0009383911212096792,weighted_degree
188793260,42,8,48.0,0.0019991787172744142,weighted_degree
920122212,30,8,41.0,0.0014806642021483627,weighted_degree
598973191,21,8,37.0,0.0012019042289294296,weighted_degree
757272075484565504,23,8,35.0,0.005637894014551221,weighted_degree
23903580,24,8,35.0,0.0038801587312840865,weighted_degree
2559436158,26,8,34.0,0.0006360956112844551,weighted_degree
802584787,29,8,33.0,0.0007800169242474537,weighted_degree
76763663,24,8,32.0,0.000650202019085452,weighted_degree
162620363,15,8,15.0,0.009208706695898107,pagerank
715620316228292611,16,8,21.0,0.007837631206212557,pagerank
702920066761826305,16,8,16.0,0.007222805163971585,pagerank
965004924370079744,7,8,7.0,0.006458986430067401,pagerank
9491292,14,8,14.0,0.005904809811539062,pagerank
757272075484565504,23,8,35.0,0.005637894014551221,pagerank
3756427159,8,8,8.0,0.004798107286129662,pagerank
175516377,9,8,9.0,0.0047417662743399905,pagerank
49128933,19,8,22.0,0.004307671328409883,pagerank
23903580,24,8,35.0,0.0038801587312840865,pagerank
226222147,21,7,65.0,0.0033900000470639385,weighted_degree
1143571304404148224,15,7,30.0,0.0019735950633270193,weighted_degree
860530914,18,7,29.0,0.0011749515636158634,weighted_degree
3345579826,23,7,26.0,0.001915311860200639,weighted_degree
1493248418,16,7,25.0,0.0006826739444513172,weighted_degree
3152337114,12,7,24.0,0.0005608546853280289,weighted_degree
2810692520,12,7,24.0,0.0008063224289590661,weighted_degree
1159058331320901633,14,7,24.0,0.0005349030619946642,weighted_degree
489057924,9,7,19.0,0.0008711768843234155,weighted_degree
1117874908179124225,12,7,18.0,0.0006431421211173904,weighted_degree
2746942355,7,7,7.0,0.004094763946560225,pagerank
937729411947876357,9,7,13.0,0.003756043884654245,pagerank
226222147,21,7,65.0,0.0033900000470639385,pagerank
